Title,Authors,PublicationType,URL,KeyFindings,Abstract
Role of TET1 and 5hmC in an Obesity-Linked Pathway Driving Cancer Stem Cells in Triple-Negative Breast Cancer.,"Bao, Teslow, Mitrea, Boerner, Dyson, Bollig-Fischer","Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/32913111/," Triple-negative breast cancer (TNBC) is a subtype of breast cancer that lacks expression of estrogen receptor, progesterone receptor, and the HER2 but is enriched with cancer stem cell-like cells . CSCs are the fraction of cancer cells recognized as the source of primary malignant tumors that also give rise to metastatic recurrence .","Triple-negative breast cancer (TNBC) is a subtype of breast cancer that lacks expression of estrogen receptor, progesterone receptor, and the HER2 but is enriched with cancer stem cell-like cells (CSC). CSCs are the fraction of cancer cells recognized as the source of primary malignant tumors that also give rise to metastatic recurrence. 5-Hydroxymethylcytosine (5hmC) is a DNA epigenetic feature derived from 5-methylcytosine by action of tet methylcytosine dioxygenase enzymes (e.g., TET1); and although TET1 and 5hmC are required to maintain embryonic stem cells, the mechanism and role in CSCs remain unknown. Data presented in this report support the conclusion that TET1 and TET1-dependent 5hmC mediate hydrogen peroxide (H<sub>2</sub>O<sub>2</sub>)-dependent activation of a novel gene expression cascade driving self-renewal and expansion of CSCs in TNBC. Evidence presented also supports that the H<sub>2</sub>O<sub>2</sub> affecting this pathway arises due to endogenous mechanisms-including downregulation of antioxidant enzyme catalase in TNBC cells-and by exogenous routes, such as systemic inflammation and oxidative stress coupled with obesity, a known risk factor for TNBC incidence and recurrence. IMPLICATIONS: This study elucidates a pathway dependent on H<sub>2</sub>O<sub>2</sub> and linked to obesity-driven TNBC tumor-initiating CSCs; thus, it provides new understanding that may advance TNBC prevention and treatment strategies."
Single nucleotide polymorphisms in DNA glycosylases: From function to disease.,"D'Errico, Parlanti, Pascucci, Fortini, Baccarini, Simonelli, Dogliotti","Journal Article, Review, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/27932076/, Oxidative stress is associated with a growing number of diseases that span from cancer to neurodegeneration . Most oxidatively induced DNA base lesions are repaired by the base excision repair (BER) pathway . SNPs of DNA glycosylases that remove oxidatively generated DNA lesions are susceptibility factors for a wide disease spectrum .,"Oxidative stress is associated with a growing number of diseases that span from cancer to neurodegeneration. Most oxidatively induced DNA base lesions are repaired by the base excision repair (BER) pathway which involves the action of various DNA glycosylases. There are numerous genome wide studies attempting to associate single-nucleotide polymorphisms (SNPs) with predispositions to various types of disease; often, these common variants do not have significant alterations in their biochemical function and do not exhibit a convincing phenotype. Nevertheless several lines of evidence indicate that SNPs in DNA repair genes may modulate DNA repair capacity and contribute to risk of disease. This overview provides a convincing picture that SNPs of DNA glycosylases that remove oxidatively generated DNA lesions are susceptibility factors for a wide disease spectrum that includes besides cancer (particularly lung, breast and gastrointestinal tract), cochlear/ocular disorders, myocardial infarction and neurodegenerative disorders which can be all grouped under the umbrella of oxidative stress-related pathologies."
Genoprotective activities of plant natural substances in cancer and chemopreventive strategies in the context of 3P medicine.,"Koklesova, Liskova, Samec, Qaradakhi, Zulli, Smejkal, Kajo, Jakubikova, Behzadi, Pec, Zubor, Biringer, Kwon, Büsselberg, Sarria, Giordano, Golubnitschaja, Kubatka","Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/32547652/," By evidence, a large portion of malignancies have been demonstrated as being preventable . The targeted prevention of cancer onset is possible, due to unique properties of plant bioactive compounds . Key molecular mechanisms are presented to detail genoprotective and anticancer activities of plants and phytochemicals . Clinical implementation of knowledge accumulated in the area is still highly restricted .","Severe durable changes may occur to the DNA structure caused by exogenous and endogenous risk factors initiating the process of carcinogenesis. By evidence, a large portion of malignancies have been demonstrated as being preventable. Moreover, the targeted prevention of cancer onset is possible, due to unique properties of plant bioactive compounds. Although genoprotective effects of phytochemicals have been well documented, there is an evident lack of articles which would systematically present the spectrum of anticancer effects by phytochemicals, plant extracts, and plant-derived diet applicable to stratified patient groups at the level of targeted primary (cancer development) and secondary (cancer progression and metastatic disease) prevention. Consequently, clinical implementation of knowledge accumulated in the area is still highly restricted. To stimulate coherent co-development of the dedicated plant bioactive compound investigation on one hand and comprehensive cancer preventive strategies on the other hand, the current paper highlights and deeply analyses relevant evidence available in the area. Key molecular mechanisms are presented to detail genoprotective and anticancer activities of plants and phytochemicals. Clinical implementation is discussed. Based on the presented evidence, advanced chemopreventive strategies in the context of 3P medicine are considered."
"Glycemic index, glycemic load and invasive breast cancer incidence in postmenopausal women: The PREDIMED study.","Castro-Quezada, Sánchez-Villegas, Martínez-González, Salas-Salvadó, Corella, Estruch, Schröder, Álvarez-Pérez, Ruiz-López, Artacho, Ros, Bulló, Sorli, Fitó, Ruiz-Gutiérrez, Toledo, Buil-Cosiales, García Rodríguez, Lapetra, Pintó, Salaverría, Tur, Romaguera, Tresserra-Rimbau, Serra-Majem, ","Journal Article, Multicenter Study, Randomized Controlled Trial, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/26633163/," The study was conducted within the framework of the PREvención con DIeta MEDiterránea study, a nutritional intervention trial for primary cardiovascular prevention . We included 4010 women aged between 60 and 80 years who were initially free from breast cancer but at high risk for CVD disease . No associations were found between baseline dietary GI/GL and invasive breast cancer incidence .","The objective of this study was to evaluate the prospective associations between dietary glycemic index (GI) and glycemic load (GL) and the risk for invasive breast cancer incidence in postmenopausal women at high cardiovascular disease (CVD) risk. This study was conducted within the framework of the PREvención con DIeta MEDiterránea (PREDIMED) study, a nutritional intervention trial for primary cardiovascular prevention. We included 4010 women aged between 60 and 80 years who were initially free from breast cancer but at high risk for CVD disease. Dietary information was collected using a validated 137-item food frequency questionnaire. We assigned GI values using the International Tables of GI and GL values. Cases were ascertained through yearly consultation of medical records and through consultation of the National Death Index. Only cases confirmed by results from cytology tests or histological evaluation were included. We estimated multivariable-adjusted hazard ratios for invasive breast cancer risk across tertiles of energy-adjusted dietary GI/GL using Cox regression models. We repeated our analyses using yearly repeated measures of GI/GL intakes. No associations were found between baseline dietary GI/GL and invasive breast cancer incidence. The multivariable hazard ratio and 95% confidence interval (CI) for the top tertile of dietary GI was 1.02 (95% CI: 0.42-2.46) and for dietary GL was 1.00 (95% CI: 0.44-2.30) when compared with the bottom tertile. Repeated-measures analyses yielded similar results. In sensitivity analyses, no significant associations were observed for women with obesity or diabetes. Dietary GI and GL did not appear to be associated with an increased risk for invasive breast cancer in postmenopausal women at high CVD risk."
β-Sitosterol as a Promising Anticancer Agent for Chemoprevention and Chemotherapy: Mechanisms of Action and Future Prospects.,"Wang, Wang, Zhang, Liu, Hong","Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/37247842/," Cancer is one of the primary causes of death worldwide, and its incidence continues to increase yearly . Despite significant advances in research, the search for effective and nontoxic preventive and therapeutic agents remains greatly important . β-Sitosterol (SIT), the most abundant phytosterol found in various plant foods, represents such an option .","Cancer is one of the primary causes of death worldwide, and its incidence continues to increase yearly. Despite significant advances in research, the search for effective and nontoxic preventive and therapeutic agents remains greatly important. Cancer is a multimodal disease, where various mechanisms play significant roles in its occurrence and progression. This highlights the need for multitargeted approaches that are not only safe and inexpensive but also provide effective alternatives for current therapeutic regimens. β-Sitosterol (SIT), the most abundant phytosterol found in various plant foods, represents such an option. Preclinical evidence over the past few decades has overwhelmingly shown that SIT exhibits multiple anticancer activities against varied cancers, such as liver, cervical, colon, stomach, breast, lung, pancreatic, and prostate cancers, in addition to leukemia, multiple myeloma, melanoma, and fibrosarcoma. In this article, we present the latest advances and perspectives on SIT-systematically summarizing its antitumor mechanisms of action into 7 main sections and combining current challenges and prospects-for its use as a promising agent for cancer prevention and treatment. In particular, SIT plays a role in cancer prevention and treatment mainly by enhancing apoptosis, inducing cell cycle arrest, bidirectionally regulating oxidative stress, improving metabolic reprogramming, inhibiting invasion and metastasis, modulating immunity and inflammation, and combating drug resistance. Although SIT holds such great promise, the poor aqueous solubility and bioavailability coupled with low targeting efficacy limit its therapeutic efficacy and clinical application. Further research on novel drug delivery systems may improve these deficiencies. Overall, through complex and pleiotropic mechanisms, SIT has good potential for tumor chemoprevention and chemotherapy. However, no clinical trials have yet proven this potential. This review provides theoretical basis and rationality for the further design and conduct of clinical trials to confirm the anticancer activity of SIT."
Metabolic shifts in residual breast cancer drive tumor recurrence.,"Havas, Milchevskaya, Radic, Alladin, Kafkia, Garcia, Stolte, Klaus, Rotmensz, Gibson, Burwinkel, Schneeweiss, Pruneri, Patil, Sotillo, Jechlinger",Journal Article,https://pubmed.ncbi.nlm.nih.gov/28504653/, Tumor recurrence is the leading cause of breast cancer-related death . Recurrences are largely driven by cancer cells that survive therapeutic intervention . These cells acquire a transcriptionally distinct state from normal epithelium and primary tumors .,"Tumor recurrence is the leading cause of breast cancer-related death. Recurrences are largely driven by cancer cells that survive therapeutic intervention. This poorly understood population is referred to as minimal residual disease. Here, using mouse models that faithfully recapitulate human disease together with organoid cultures, we have demonstrated that residual cells acquire a transcriptionally distinct state from normal epithelium and primary tumors. Gene expression changes and functional characterization revealed altered lipid metabolism and elevated ROS as hallmarks of the cells that survive tumor regression. These residual cells exhibited increased oxidative DNA damage, potentiating the acquisition of somatic mutations during hormonal-induced expansion of the mammary cell population. Inhibition of either cellular fatty acid synthesis or fatty acid transport into mitochondria reduced cellular ROS levels and DNA damage, linking these features to lipid metabolism. Direct perturbation of these hallmarks in vivo, either by scavenging ROS or by halting the cyclic mammary cell population expansion, attenuated tumor recurrence. Finally, these observations were mirrored in transcriptomic and histological signatures of residual cancer cells from neoadjuvant-treated breast cancer patients. These results highlight the potential of lipid metabolism and ROS as therapeutic targets for reducing tumor recurrence in breast cancer patients."
"Increased formation of oxidative DNA damage, 8-hydroxy-2'-deoxyguanosine, in human breast cancer tissue and its relationship to GSTP1 and COMT genotypes.","Matsui, Ikeda, Enomoto, Hosoda, Nakashima, Omae, Watanabe, Hibi, Kitajima","Journal Article, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/10766427/," Reactive oxygen species (ROS) induced damage to DNA plays a major role in carcinogenesis . 8-hydroxy-2'-deoxyguanosine (8-OHdG) was determined in DNA isolated from human breast tissue . Genotypes of cytochrome P450 (CYP)1A1, glutathione S-transferase (GST)M 1, GSTP1 and COMT were determined by PCR-based restriction fragment length polymorphism analysis .","Reactive oxygen species (ROS) induced damage to DNA plays a major role in carcinogenesis. In order to estimate the level of oxidative damage and its role in breast cancer, 8-hydroxy-2'-deoxyguanosine (8-OHdG) was determined in DNA isolated from human breast tissue. Furthermore, we investigated whether polymorphisms in genes for enzymes involved in generation and elimination of ROS had any association with the level of 8-OHdG in breast tissue. In this study, the level of 8-OHdG in DNA was measured by the high performance liquid chromatography-electrochemical detector (HPLC-ECD) method. Genotypes of cytochrome P450 (CYP)1A1, glutathione S-transferase (GST)M 1, GSTP1 and catechol O-methyltransferase (COMT) were determined by PCR-based restriction fragment length polymorphism analysis. A total of 61 Japanese patients were included in the study. The mean level of 8-OHdG in DNA of breast cancer tissues was 2.07 +/- 0.95 per 10(5) dG residues, while the mean level of 8-OHdG in DNA of non-cancerous breast tissues was 1.34 +/- 0.46 per 10(5) dG residues. The 8-OHdG levels in DNA of breast cancer tissues were significantly higher than those of their corresponding non-cancerous breast tissues (P < 0.0001). There was negative correlation between the clinical stage and the mean level of 8-OHdG in DNA of breast cancer tissues. Furthermore, patients with genotype of high GSTP1 activity had lower level of 8-OHdG in DNA of breast cancer tissues than others. On the contrary, the mean level of 8-OHdG in DNA of breast cancer tissues was higher among patients with genotype of high COMT activity. Our findings support the assumption that cancer cells are more exposed to oxidative stress than adjacent non-cancerous tissue. Genetic polymorphisms in enzymes involved in ROS metabolism may have a role in individual susceptibility to oxidant-related breast disease. At the same time, reduction of oxidative stress is thought to be a very important measure for primary prevention of breast cancer."
Ferroptosis Inhibitors as New Therapeutic Insights into Radiation-Induced Heart Disease.,"Farzipour, Jalali, Alvandi, Shaghaghi",Journal Article,https://pubmed.ncbi.nlm.nih.gov/35838214/, Radiation-induced heart disease (RIHD) is a significant cause of morbidity in breast and other mediastinal cancers . The many molecular and cellular patho-mechanisms that have a role in RIHD are not completely understood . Ferroptosis is a newly discovered type of cell death that results from irondependent lipid peroxide accumulation .,"Radiation-induced heart disease (RIHD) is a significant cause of morbidity in breast and other mediastinal cancers. The many molecular and cellular patho-mechanisms that have a role in RIHD are not completely understood. Endothelial injury, oxidative stress, and inflammation, as well as endoplasmic reticulum and mitochondrial damage, are considered the primary causes of RIHD. Ferroptosis is a newly discovered type of cell death that results from irondependent lipid peroxide accumulation. As ferroptosis plays an important role in the pathogenesis of cardiovascular diseases, it seems that it has a significant effect on RIHD. It was recently shown that ionizing radiation (IR) generates severe ferroptosis, which is a critical component of Radiotherapy-mediated normal cell toxicity. These findings support the use of a ferroptosis inhibitor to reduce RIHD. In this perspective review, we summarize the role of ferroptosis in pathogens of cardiovascular disease and radiation toxicity, and we will introduce ferroptosis inhibitors as a new strategy to prevent or reduce RIHD."
"Targeting Thioredoxin System with an Organosulfur Compound, Diallyl Trisulfide (DATS), Attenuates Progression and Metastasis of Triple-Negative Breast Cancer (TNBC).","Liu, Zhao, Wei, Tao, Sheng, Wang, Chen, Ruan, Liu, Cao, Shan, Wang, Chen, Lu",Journal Article,https://pubmed.ncbi.nlm.nih.gov/30396169/," Metastasis is the leading cause resulting in high mortality in triple negative breast cancer (TNBC) patients . Cancer cells are skilled at utilizing thioredoxin (Trx) system as an efficient antioxidant system to counteract oxidative damage, facilitating the occurrence of metastasis . Here, we identified an organosulfur compound named DATS isolated from garlic, that inhibits the expression of Trx-1 and Trx reductase in breast cancer cells .","Metastasis is the leading cause resulting in high mortality in triple negative breast cancer (TNBC) patients. Cancer cells are skilled at utilizing thioredoxin (Trx) system as an efficient antioxidant system to counteract oxidative damage, facilitating the occurrence of metastasis. Here, we identified an organosulfur compound named DATS isolated from garlic, that inhibits the expression of Trx-1 and the enzyme activity of Trx reductase in breast cancer cells. Tissue microarray of breast cancer patients and immunohistochemical method were used to analyze the role of Trx-1 in breast cancer metastasis. Spotaneous metastasis model and experimental metastasis model combined with HE staining, immunohistochemistry were used to verify in vivo anti-metastatic effect of DATS as well as its regulation on thioredoxin. Western blot, immunofluorescence, redox state assessment and detection of enzyme activity were employed to determine the effect of DATS on thioredoxin system. Trx-1 siRNA interference was used to investigate the conclusive evidence that Trx-1 was the target of DATS. In agreement with reduced Trx-1 nuclear translocation from cytoplasm by DATS, the production of reduced form of Trx-1 was dramatically decreased. Furthermore, in vivo, DATS administration was observed to significantly suppress spontaneous and experimental metastasis in nude mice. Delivery of DATS also resulted in decreased expression of Trx-1 as the direct target, as well as expression of NF-κB and MMP2/9 in primary tumor and lung tissue. Notably, the effects of DATS on the expression of downstream metastasis-associated genes were mediated by Trx-1, as demonstrated by the combination use of DATS and Trx-1 siRNA. Collectively, this present study indicates that targeting Trx system with DATS may provide a promising strategy for treating metastasis of TNBC."
The antimetastatic effect and underlying mechanisms of thioredoxin reductase inhibitor ethaselen.,"Zheng, Chen, Bai, Liu, Xu, Sun, Zeng","Journal Article, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/30496814/, Thioredoxin reductase (TrxR) is overexpressed in many cancer types and has been recognized as an anti-cancer target . The organoselenium compound ethaselen (BBSKE) has been proved to be a TrxR inhibitor and inhibit various types of tumor growth . BBSKE was found to suppress migration and invasion of MCF-7 and LoVo cells in vitro .,"Treating cancer metastasis is of vital importance to prolong patients' survival. Thioredoxin reductase (TrxR) is overexpressed in many cancer types and has been recognized as an anti-cancer target. The organoselenium compound ethaselen (BBSKE) has been proved to be a TrxR inhibitor and inhibit various types of tumor growth. However, whether BBSKE could inhibit tumor metastasis remains unclear. In this study, we aim to explore the antimetastatic effect of BBSKE and underlying mechanisms. BBSKE was found to dose-dependently suppress migration and invasion of MCF-7 and LoVo cells in vitro. The underlying mechanisms may include inhibition of TrxR activity, elevation of reactive oxygen species (ROS), decrease of EGFR activation and HER2 expression. Besides, the epithelial to mesenchymal transition process and expression of CD44, MMP-9, VEGFR2 and PD-L1 were also abrogated. Decreased migration and invasion, lower expression levels of EGFR, HER2, N-cadherin, CD44, MMP-9, VEGFR2 and PD-L1 were also observed in TrxR1-knockdown MCF-7 and LoVo cells. In the mouse breast cancer 4T1 model, BBSKE not only inhibited progression of primary tumor, but also suppressed formation of metastatic lung nodules and liver micro-metastases, indicating that BBSKE could effectively abolish tumor metastasis. In conclusion, our findings show that BBSKE is able to inhibit migration and invasion of cancer cells in vitro and in vivo, and may be used to prevent and treat metastasis."
A Personalized Physical Activity Program With Activity Trackers and a Mobile Phone App for Patients With Metastatic Breast Cancer: Protocol for a Single-Arm Feasibility Trial.,"Delrieu, Pérol, Fervers, Friedenreich, Vallance, Febvey-Combes, Pérol, Canada, Roitmann, Dufresne, Bachelot, Heudel, Trédan, Touillaud, Pialoux",Journal Article,https://pubmed.ncbi.nlm.nih.gov/30166274/," The primary objective of this study is to assess the feasibility of a 6-month physical activity intervention with activity trackers in patients with metastatic breast cancer . Secondary objectives are to examine the effects of physical activity on physical, psychological, anthropometrics, clinical, and biological parameters .","About 5% of breast cancer cases are metastatic at diagnosis, and 20%-30% of localized breast cancer cases become secondarily metastatic. Patients frequently report many detrimental symptoms related to metastasis and treatments. The physical, biological, psychological, and clinical benefits of physical activity during treatment in patients with localized breast cancer have been demonstrated; however, limited literature exists regarding physical activity and physical activity behavior change in patients with metastatic breast cancer. The primary objective of this study is to assess the feasibility of a 6-month physical activity intervention with activity trackers in patients with metastatic breast cancer (the Advanced stage Breast cancer and Lifestyle Exercise, ABLE Trial). Secondary objectives are to examine the effects of physical activity on physical, psychological, anthropometrics, clinical, and biological parameters. We plan to conduct a single-center, single-arm trial with 60 patients who are newly diagnosed with metastatic breast cancer. Patients will receive an unsupervised and personalized 6-month physical activity program that includes an activity tracker Nokia Go and is based on the physical activity recommendation. Patients will be encouraged to accumulate at least 150 minutes per week of moderate-to-vigorous intensity physical activity. Baseline and 6-month assessments will include anthropometric measures, functional tests (eg, 6-minute walk test and upper and lower limb strength), blood draws, patient-reported surveys (eg, quality of life and fatigue), and clinical markers of tumor progression (eg, Response Evaluation Criteria In Solid Tumors criteria). Data collection occurred between October 2016 and January 2018, and the results are expected in August 2018. The ABLE Trial will be the first study to assess the feasibility and effectiveness of an unsupervised and personalized physical activity intervention performed under real-life conditions with activity trackers in patients with metastatic breast cancer. ClinicalTrials.gov NCT03148886; https://clinicaltrials.gov/ct2/show/NCT03148886 (Accessed by WebCite at http://www.webcitation.org/71yabi0la). RR1-10.2196/10487."
Slowing down glioblastoma progression in mice by running or the anti-malarial drug dihydroartemisinin? Induction of oxidative stress in murine glioblastoma therapy.,"Lemke, Pledl, Zorn, Jugold, Green, Blaes, Löw, Hertenstein, Ott, Sahm, Steffen, Weiler, Winkler, Platten, Dong, Wick",Journal Article,https://pubmed.ncbi.nlm.nih.gov/27447560/, Exercise-induced problems may be less severe than those induced by classical anti-cancer therapies . PE proved to be beneficial in the context of breast and colon cancer . PE did not reduce toxic side effects of chemotherapy in mice administered in a dose escalating scheme .,"Influencing cancer metabolism by lifestyle changes is an attractive strategy as - if effective - exercise-induced problems may be less severe than those induced by classical anti-cancer therapies. Pursuing this idea, clinical trials evaluated the benefit of e.g. different diets such as the ketogenic diet, intermittent caloric restriction and physical exercise (PE) in the primary and secondary prevention of different cancer types. PE proved to be beneficial in the context of breast and colon cancer.Glioblastoma has a dismal prognosis, with an average overall survival of about one year despite maximal safe resection, concomitant radiochemotherapy with temozolomide followed by adjuvant temozolomide therapy. Here, we focused on the influence of PE as an isolated and adjuvant treatment in murine GB therapy.PE did not reduce toxic side effects of chemotherapy in mice administered in a dose escalating scheme as shown before for starvation. Although regular treadmill training on its own had no obvious beneficial effects, its combination with temozolomide was beneficial in the treatment of glioblastoma-bearing mice. As PE might partly act through the induction of reactive oxygen species, dihydroartemisinin - an approved anti-malarial drug which induces oxidative stress in glioma cells - was further evaluated in vitro and in vivo. Dihydroartemisinin showed anti-glioma activity by promoting autophagy, reduced the clonogenic survival and proliferation capacity of glioma cells, and prolonged the survival of tumor bearing mice. Using the reactive oxygen species scavenger n-acetyl-cysteine these effects were in part reversible, suggesting that dihydroartemisinin partly acts through the generation of reactive oxygen species."
Administration of omega-3 fatty acids and Raloxifene to women at high risk of breast cancer: interim feasibility and biomarkers analysis from a clinical trial.,"Signori, DuBrock, Richie, Prokopczyk, Demers, Hamilton, Hartman, Liao, El-Bayoumy, Manni","Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/22669332/," Omega-3 fatty acids (n-3FA) may inhibit mammary carcinogenesis . The antiestrogen, Raloxifene (Ral) is an effective breast cancer chemopreventive agent .","The antiestrogen, Raloxifene (Ral) is an effective breast cancer chemopreventive agent. Omega-3 fatty acids (n-3FA) may inhibit mammary carcinogenesis. On the basis of their mechanisms of action, we test the hypothesis that a combination of n-3FA and Ral may be superior in reducing select biomarkers of breast cancer risk in women. Postmenopausal women at increased risk for breast cancer (breast density ≥ 25%) were randomized to: (1) no intervention; (2) Ral 60 mg; (3) Ral 30 mg; (4) n-3FA (Lovaza) 4 g and (5) Lovaza 4 g+Ral 30 mg for 2 years. Reduction in breast density is the primary end point of the study. We report preliminary data on feasibility, compliance and changes in secondary end points related to IGF-I signaling, estrogen metabolism, oxidative stress and inflammation in the first group of 46 women who completed 1 year of the study. All interventions were well tolerated with excellent compliance (96 ± 1% overall) by pill count and also supported by the expected rise in both serum n-3FA and n-3FA/Omega-6 fatty acids (n-6FA) ratio in women randomized to groups 4 and 5 (P<0.05). Lovaza decreased serum triglycerides and increased high-density lipoprotein (HDL) cholesterol compared with control (P<0.05 for both). Ral reduced serum IGF-1 in a dose-dependent manner (P<0.05) while Lovaza did not. Lovaza had no effect on IGF-1 or IGFBP-3. None of the other biomarkers were affected by our treatment. The combination of Lovaza and Ral is a feasible strategy that may be recommended in future breast cancer chemoprevention trials."
"The Minnesota Green Tea Trial (MGTT), a randomized controlled trial of the efficacy of green tea extract on biomarkers of breast cancer risk: study rationale, design, methods, and participant characteristics.","Samavat, Dostal, Wang, Bedell, Emory, Ursin, Torkelson, Gross, Le, Yu, Yang, Yee, Wu, Yuan, Kurzer","Journal Article, Randomized Controlled Trial, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/26206423/," The Minnesota Green Tea Trial (MGTT) was a randomized, placebo-controlled, double-blinded trial . Participants were healthy postmenopausal women at high risk of breast cancer due to dense breast tissue with differing catechol-O-methyltransferase (COMT) genotypes . Primary endpoints included changes in percent mammographic density, circulating endogenous sex hormones, and insulin-like growth factor axis proteins . Secondary endpoints were changes in urinary estrogens and estrogen metabolites and circulating F2-isoprostanes, a biomarker of oxidative stress .","The Minnesota Green Tea Trial (MGTT) was a randomized, placebo-controlled, double-blinded trial investigating the effect of daily green tea extract consumption for 12 months on biomarkers of breast cancer risk. Participants were healthy postmenopausal women at high risk of breast cancer due to dense breast tissue with differing catechol-O-methyltransferase (COMT) genotypes. The intervention was a green tea catechin extract containing 843.0 ± 44.0 mg/day epigallocatechin gallate or placebo capsules for 1 year. Annual digital screening mammograms were obtained at baseline and month 12, and fasting blood and 24-h urine samples were provided at baseline and at months 6 and 12. Primary endpoints included changes in percent mammographic density, circulating endogenous sex hormones, and insulin-like growth factor axis proteins; secondary endpoints were changes in urinary estrogens and estrogen metabolites and circulating F2-isoprostanes, a biomarker of oxidative stress. The MGTT screened more than 100,000 mammograms and randomized 1,075 participants based on treatment (green tea extract vs. placebo), stratified by COMT genotype activity (high COMT vs. low/intermediate COMT genotype activity). A total of 937 women successfully completed the study and 138 dropped out (overall dropout rate = 12.8 %). In this paper we report the rationale, design, recruitment, participant characteristics, and methods for biomarker and statistical analyses."
